YEAR    DECJAN  JANFEB  FEBMAR  MARAPR  APRMAY  MAYJUN  JUNJUL  JULAUG  AUGSEP  SEPOCT  OCTNOV  NOVDEC
1969	.67	.849	.458	.622	.674	.801	.49	.212	.162	.496	.659	.417
1970	.38	.432	.228	.014	-.099	-.636	-1.055	-1.007	-1.251	-1.088	-1.074	-1.203
1971	-1.204	-1.507	-1.79	-1.839	-1.429	-1.42	-1.207	-1.213	-1.467	-1.415	-1.311	-.969
1972	-.575	-.398	-.256	-.166	.423	.966	1.826	1.8	1.522	1.617	1.704	1.787
1973	1.723	1.515	.87	.491	-.099	-.758	-1.056	-1.334	-1.734	-1.66	-1.489	-1.826
1974	-1.912	-1.768	-1.743	-1.62	-1.048	-.694	-.75	-.664	-.628	-1.05	-1.24	-.886
1975	-.522	-.576	-.85	-.927	-.838	-1.148	-1.497	-1.712	-1.876	-1.978	-1.756	-1.732
1976	-1.587	-1.366	-1.213	-1.157	-.483	.276	.633	.654	1.018	.927	.49	.565
1977	.529	.29	.145	.552	.31	.414	.888	.684	.783	.97	.962	.877
1978	.777	.912	.935	.199	-.378	-.605	-.42	-.199	-.391	-.028	.175	.406
1979	.608	.379	.002	.301	.374	.429	.396	.615	.759	.655	.734	1.004
1980	.677	.601	.684	.912	.958	.911	.769	.329	.263	.192	.248	.111
1981	-.25	-.14	.455	.669	.189	-.024	-.026	-.09	.174	.101	-.039	-.126
1982	-.258	-.125	.1	.008	.443	.93	1.612	1.778	1.783	2.001	2.394	2.425
1983	2.677	2.931	3.008	2.812	2.498	2.235	1.793	1.159	.459	.024	-.132	-.17
1984	-.314	-.509	.151	.39	.18	-.049	-.054	-.155	-.12	-.006	-.35	-.585
1985	-.546	-.576	-.696	-.468	-.706	-.166	-.126	-.365	-.535	-.148	-.06	-.279
1986	-.293	-.183	.028	-.107	.353	.279	.401	.765	1.077	.96	.865	1.202
1987	1.249	1.218	1.716	1.855	2.107	1.958	1.878	1.973	1.851	1.617	1.257	1.293
1988	1.115	.716	.495	.389	.193	-.582	-1.109	-1.295	-1.526	-1.328	-1.453	-1.311
1989	-1.103	-1.241	-1.035	-.76	-.393	-.242	-.43	-.494	-.315	-.342	-.073	.131
1990	.243	.573	.951	.46	.652	.511	.147	.127	.366	.273	.383	.362
1991	.319	.323	.399	.449	.741	1.051	1.044	1.008	.739	.99	1.172	1.34
1992	1.747	1.886	1.985	2.247	2.085	1.735	1.045	.559	.488	.624	.569	.664
1993	.692	.99	.987	1.408	1.993	1.616	1.204	1.026	.966	1.045	.822	.595
1994	.352	.193	.159	.465	.58	.803	.904	.762	.893	1.389	1.282	1.251
1995	1.219	.959	.845	.453	.57	.507	.234	-.147	-.445	-.481	-.474	-.537
1996	-.597	-.566	-.236	-.391	-.041	.087	-.173	-.374	-.457	-.359	-.149	-.325
1997	-.48	-.605	-.248	.527	1.132	2.275	2.825	3.002	2.99	2.361	2.516	2.344
1998	2.455	2.777	2.751	2.658	2.206	1.336	.392	-.336	-.636	-.808	-1.071	-.908
1999	-1.039	-1.123	-.95	-.88	-.596	-.339	-.478	-.739	-.967	-.97	-1.041	-1.142
2000	-1.122	-1.189	-1.09	-.397	.251	.001	-.159	-.145	-.238	-.391	-.713	-.55
2001	-.496	-.649	-.548	-.05	.282	.052	.297	.332	-.174	-.276	-.151	.033
2002	.017	-.16	-.118	.401	.886	.932	.712	1.002	.881	.979	1.076	1.156
2003	1.214	.944	.83	.413	.214	.107	.177	.309	.46	.497	.563	.362
2004	.332	.37	-.036	.358	.558	.315	.571	.617	.558	.492	.794	.684
2005	.325	.816	1.057	.626	.885	.589	.519	.343	.296	-.179	-.385	-.55
2006	-.428	-.414	-.521	-.571	.045	.526	.716	.748	.8	.939	1.272	.965
2007	.985	.537	.125	.026	.348	-.155	-.248	-.442	-1.197	-1.217	-1.155	-1.178
2008	-1.006	-1.371	-1.552	-.858	-.345	.142	.088	-.269	-.58	-.699	-.588	-.646
2009	-.714	-.69	-.705	-.106	.326	.751	1.06	1.05	.707	.883	1.107	1.059
2010	1.066	1.526	1.462	.978	.658	-.228	-1.103	-1.671	-1.879	-1.892	-1.477	-1.558
2011	-1.719	-1.544	-1.554	-1.387	-.199	-.003	-.193	-.517	-.778	-.939	-.938	-.945
2012	-.98	-.675	-.382	.11	.757	.842	1.126	.607	.316	.069	.127	.111
2013	.103	-.068	-.026	.09	.205	-.094	-.314	-.481	-.155	.115	-.053	-.234
2014	-.27	-.259	.018	.295	1.001	1.046	.915	.937	.557	.421	.754	.566
2015	.417	.464	.614	.916	1.583	2.097	1.981	2.334	2.479	2.201	2.271	2.12
2016	2.216	2.17	1.963	2.094	1.752	1.053	.352	.167	-.118	-.385	-.209	-.11
2017	-.052	-.043	-.08	.744	1.445	1.039	.456	.009	-.478	-.568	-.285	-.576
2018	-.623	-.731	-.502	-.432	.465	.469	.076	.132	.509	.468	.698	
