2004 	10 	137.56 	135.60 	122.04
2004 	11 	115.98 	113.46 	102.12
2004 	12 	95.66 	92.69 	83.42
2005 	01 	102.86 	99.59 	89.63
2005 	02 	97.30 	94.95 	85.45
2005 	03 	90.04 	89.14 	80.22
2005 	04 	85.92 	86.55 	77.90
2005 	05 	101.65 	103.90 	93.50
2005 	06 	94.09 	97.06 	87.36
2005 	07 	100.64 	103.93 	93.54
2005 	08 	98.24 	100.66 	90.60
2005 	09 	109.55 	110.77 	99.69
2005 	10 	76.71 	76.21 	68.60
2005 	11 	86.38 	84.47 	76.02
2005 	12 	90.85 	88.01 	79.21
2006 	01 	83.32 	80.67 	72.60
2006 	02 	76.52 	74.67 	67.20
2006 	03 	75.50 	74.75 	67.28
2006 	04 	89.27 	89.90 	80.91
2006 	05 	80.83 	82.62 	74.36
2006 	06 	76.68 	79.10 	71.18
2006 	07 	75.88 	78.36 	70.53
2006 	08 	79.59 	81.58 	73.43
2006 	09 	78.02 	78.87 	70.99
2006 	10 	74.43 	73.95 	66.55
2006 	11 	86.43 	84.56 	76.10
2006 	12 	90.39 	87.58 	78.83
2007 	01 	83.76 	81.09 	72.98
2007 	02 	77.65 	75.76 	68.18
2007 	03 	72.24 	71.50 	64.36
2007 	04 	72.36 	72.87 	65.59
2007 	05 	74.36 	75.98 	68.38
2007 	06 	74.07 	76.39 	68.76
2007 	07 	71.48 	73.83 	66.44
2007 	08 	69.03 	70.76 	63.68
2007 	09 	66.98 	67.71 	60.94
2007 	10 	67.69 	67.27 	60.54
2007 	11 	69.39 	67.88 	61.09
2007 	12 	78.21 	75.77 	68.20
2008 	01 	74.02 	71.66 	64.49
2008 	02 	71.03 	69.33 	62.39
2008 	03 	72.99 	72.30 	65.07
2008 	04 	70.15 	70.65 	63.59
2008 	05 	68.32 	69.86 	62.87
2008 	06 	65.85 	67.94 	61.14
2008 	07 	65.67 	67.82 	61.03
2008 	08 	66.17 	67.81 	61.03
2008 	09 	67.00 	67.70 	60.93
2008 	10 	68.21 	67.75 	60.98
2008 	11 	68.53 	67.02 	60.32
2008 	12 	69.05 	66.89 	60.20
2009 	01 	69.70 	67.48 	60.73
2009 	02 	69.85 	68.17 	61.35
2009 	03 	69.10 	68.42 	61.57
2009 	04 	69.61 	70.11 	63.10
2009 	05 	70.35 	71.91 	64.73
2009 	06 	68.57 	70.74 	63.66
2009 	07 	68.19 	70.41 	63.38
2009 	08 	67.36 	69.04 	62.13
2009 	09 	70.32 	71.05 	63.95
2009 	10 	72.14 	71.66 	64.50
2009 	11 	73.66 	72.05 	64.85
2009 	12 	76.84 	74.44 	67.00
2010 	01 	81.31 	78.71 	70.84
2010 	02 	84.74 	82.70 	74.42
2010 	03 	82.96 	82.12 	73.91
2010 	04 	75.72 	76.24 	68.61
2010 	05 	73.63 	75.26 	67.73
2010 	06 	72.38 	74.67 	67.20
2010 	07 	79.60 	82.20 	73.98
2010 	08 	79.16 	81.15 	73.04
2010 	09 	80.95 	81.81 	73.63
2010 	10 	81.42 	80.89 	72.79
2010 	11 	82.56 	80.77 	72.70
2010 	12 	84.19 	81.59 	73.43
2011 	01 	83.39 	80.73 	72.65
2011 	02 	94.55 	92.26 	83.03
2011 	03 	124.26 	122.91 	110.61
2011 	04 	112.85 	113.61 	102.25
2011 	05 	95.68 	97.79 	88.00
2011 	06 	95.86 	98.88 	88.99
2011 	07 	94.34 	97.43 	87.69
2011 	08 	101.61 	104.16 	93.74
2011 	09 	135.27 	136.68 	123.01
2011 	10 	137.40 	136.52 	122.87
2011 	11 	153.50 	150.23 	135.21
2011 	12 	141.46 	137.07 	123.36
2012 	01 	134.79 	130.49 	117.44
2012 	02 	106.86 	104.29 	93.85
2012 	03 	115.71 	114.53 	103.07
2012 	04 	113.26 	114.14 	102.72
2012 	05 	121.40 	124.12 	111.71
2012 	06 	120.40 	124.19 	111.78
2012 	07 	137.61 	142.10 	127.90
2012 	08 	115.86 	118.75 	106.88
2012 	09 	123.40 	124.70 	112.22
2012 	10 	123.07 	122.22 	109.99
2012 	11 	121.15 	118.45 	106.61
2012 	12 	108.26 	104.87 	94.38
2013 	01 	126.83 	122.78 	110.50
2013 	02 	104.41 	101.90 	91.71
2013 	03 	111.36 	110.22 	99.20
2013 	04 	124.95 	125.84 	113.26
2013 	05 	131.43 	134.33 	120.90
2013 	06 	110.74 	114.25 	102.82
2013 	07 	115.53 	119.29 	107.36
2013 	08 	114.90 	117.75 	105.97
2013 	09 	102.83 	103.91 	93.51
2013 	10 	132.86 	131.92 	118.73
2013 	11 	148.78 	145.55 	131.00
2013 	12 	148.10 	143.49 	129.14
2014 	01 	162.69 	157.50 	141.75
2014 	02 	170.13 	166.01 	149.41
2014 	03 	150.50 	148.97 	134.07
2014 	04 	143.94 	144.92 	130.42
2014 	05 	130.11 	132.95 	119.65
2014 	06 	122.37 	126.22 	113.60
2014 	07 	137.85 	142.36 	128.13
2014 	08 	124.56 	127.67 	114.90
2014 	09 	146.57 	148.12 	133.30
2014 	10 	154.99 	153.91 	138.52
2014 	11 	155.74 	152.30 	137.07
2014 	12 	159.02 	154.07 	138.67
2015 	01 	142.00 	137.48 	123.73
2015 	02 	128.92 	125.77 	113.19
